股票名称,周期,时间,是否命中,命中策略,策略状态摘要,图
MU,3h,2026-03-08 21:45:59,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
MU,4h,2026-03-08 21:46:37,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIS,1h,2026-03-08 21:47:15,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIS,2h,2026-03-08 21:48:28,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIS,3h,2026-03-08 21:48:51,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
NBIS,4h,2026-03-08 21:50:17,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIZ,1h,2026-03-08 21:51:18,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIZ,2h,2026-03-08 21:52:04,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIZ,3h,2026-03-08 21:53:41,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NBIZ,4h,2026-03-08 21:54:51,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NVDA,1h,2026-03-08 21:55:29,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NVDA,2h,2026-03-08 21:56:10,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NVDA,3h,2026-03-08 21:56:39,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
NVDA,4h,2026-03-08 21:58:06,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLO,1h,2026-03-08 21:58:46,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLO,2h,2026-03-08 21:59:23,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLO,3h,2026-03-08 21:59:55,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLO,4h,2026-03-08 22:01:19,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLS,1h,2026-03-08 22:02:09,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLS,2h,2026-03-08 22:03:07,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLS,3h,2026-03-08 22:03:45,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
OKLS,4h,2026-03-08 22:04:42,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTR,1h,2026-03-08 22:06:04,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTR,2h,2026-03-08 22:07:20,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTR,3h,2026-03-08 22:08:31,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTR,4h,2026-03-08 22:09:58,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTZ,1h,2026-03-08 22:11:26,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTZ,2h,2026-03-08 22:12:41,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTZ,3h,2026-03-08 22:13:55,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
PLTZ,4h,2026-03-08 22:14:18,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RDW,1h,2026-03-08 22:14:58,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RDW,2h,2026-03-08 22:15:30,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RDW,3h,2026-03-08 22:16:01,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RDW,4h,2026-03-08 22:16:38,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RGTZ,1h,2026-03-08 22:17:10,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
RGTZ,2h,2026-03-08 22:17:53,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RGTZ,3h,2026-03-08 22:18:46,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
RGTZ,4h,2026-03-08 22:19:12,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
RKLB,1h,2026-03-08 22:20:30,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RKLB,2h,2026-03-08 22:21:13,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
RKLB,3h,2026-03-08 22:22:10,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RKLB,4h,2026-03-08 22:22:41,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
RKLZ,1h,2026-03-08 22:23:16,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
RKLZ,2h,2026-03-08 22:23:53,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RKLZ,3h,2026-03-08 22:24:11,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
RKLZ,4h,2026-03-08 22:24:39,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
RZLV,1h,2026-03-08 22:25:49,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RZLV,2h,2026-03-08 22:26:40,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
RZLV,3h,2026-03-08 22:26:59,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
RZLV,4h,2026-03-08 22:27:37,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
SOXS,1h,2026-03-08 22:28:30,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
SOXS,2h,2026-03-08 22:29:10,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
SOXS,3h,2026-03-08 22:29:43,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
SOXS,4h,2026-03-08 22:30:11,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
STM,1h,2026-03-08 22:30:58,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
STM,2h,2026-03-08 22:31:30,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
STM,3h,2026-03-08 22:32:36,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
STM,4h,2026-03-08 22:34:01,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLA,1h,2026-03-08 22:34:33,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLA,2h,2026-03-08 22:35:13,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLA,3h,2026-03-08 22:35:46,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLA,4h,2026-03-08 22:36:24,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLQ,1h,2026-03-08 22:37:18,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLQ,2h,2026-03-08 22:38:08,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLQ,3h,2026-03-08 22:38:57,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
TSLQ,4h,2026-03-08 22:39:42,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
UVIX,1h,2026-03-08 22:40:16,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
UVIX,2h,2026-03-08 22:40:48,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
UVIX,3h,2026-03-08 22:41:27,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
UVIX,4h,2026-03-08 22:41:54,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
WDC,1h,2026-03-08 22:42:25,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
WDC,2h,2026-03-08 22:42:56,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
WDC,3h,2026-03-08 22:43:28,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
WDC,4h,2026-03-08 22:44:47,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
ZSL,1h,2026-03-08 22:45:21,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
ZSL,2h,2026-03-08 22:46:17,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
ZSL,3h,2026-03-08 22:47:49,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
ZSL,4h,2026-03-08 22:49:21,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
BILI,1h,2026-03-08 23:00:33,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
BILI,2h,2026-03-08 23:01:49,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
BILI,3h,2026-03-08 23:03:04,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
BILI,4h,2026-03-08 23:04:37,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CONI,1h,2026-03-08 23:05:38,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CONI,2h,2026-03-08 23:06:30,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CONI,3h,2026-03-08 23:07:15,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CONI,4h,2026-03-08 23:08:40,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CORD,1h,2026-03-08 23:09:19,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CORD,2h,2026-03-08 23:10:07,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(purple_ratio_low) | 紫色卖出:no_hit(template_miss),
CORD,3h,2026-03-08 23:10:50,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CORD,4h,2026-03-08 23:11:41,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CRCD,1h,2026-03-08 23:12:28,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRCD,2h,2026-03-08 23:13:28,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CRCD,3h,2026-03-08 23:14:28,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CRCD,4h,2026-03-08 23:15:40,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRCL,1h,2026-03-08 23:17:12,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRCL,2h,2026-03-08 23:18:25,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRCL,3h,2026-03-08 23:19:37,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRCL,4h,2026-03-08 23:20:19,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(already_active) | 紫色卖出:no_hit(template_miss),
CRDO,1h,2026-03-08 23:20:49,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRDO,2h,2026-03-08 23:21:21,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRDO,3h,2026-03-08 23:22:37,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRDO,4h,2026-03-08 23:23:05,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRML,1h,2026-03-08 23:23:23,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRML,2h,2026-03-08 23:23:44,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRML,3h,2026-03-08 23:24:06,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
CRML,4h,2026-03-08 23:25:03,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
DJT,1h,2026-03-08 23:25:26,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
DJT,2h,2026-03-08 23:26:58,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
DJT,3h,2026-03-08 23:27:38,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
DJT,4h,2026-03-08 23:29:11,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(red_ratio_low) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
DPST,1h,2026-03-08 23:30:21,否,-,笑笑砖策略:no_hit(pattern_not_met) | 紫抄:no_hit(template_miss) | 买+红砖石:no_hit(template_miss) | 紫色哭脸:no_hit(template_miss) | 紫色卖出:no_hit(template_miss),
